Basin_ID,Contour_ID,Height_min,Height_max,area (m2),Population,Land_use_1_value,Land_use_2_value
2,130,32.5,32.75,313885785.00,0,313885785.00,0
2,131,32.75,33,354327625.00,0,354327625.00,0
2,132,33,33.25,323788162.00,0,323788162.00,0
2,133,33.25,33.5,306151946.00,0,306151946.00,0
2,134,33.5,33.75,310176.76,0,310176.76,0
2,135,33.75,34,318652911.00,0,318652911.00,0
2,136,34,34.25,327083129.00,0,327083129.00,0
2,137,34.25,34.5,327673591.00,0,327673591.00,0
2,138,34.5,34.75,325125055.00,0,325125055.00,0
2,139,34.75,35,316108612.00,0,316108612.00,0
2,140,35,35.25,374190658.00,0,374190658.00,0
2,141,35.25,35.5,359623143.00,0,359623143.00,0
2,142,35.5,35.75,347886636.00,0,347886636.00,0
2,143,35.75,36,338468939.00,0,338468939.00,0
2,144,36,36.25,329648893.00,0,329648893.00,0
2,145,36.25,36.5,323525223.00,0,323525223.00,0
2,146,36.5,36.75,322393.59,0,322393.59,0
2,147,36.75,37,316664561.00,0,316664561.00,0
2,148,37,37.25,309530724.00,0,309530724.00,0
2,149,37.25,37.5,304782657.00,0,304782657.00,0
2,150,37.5,37.75,297034708.00,0,297034708.00,0
2,151,37.75,38,297493264.00,0,297493264.00,0
2,152,38,38.25,298512769.00,0,298512769.00,0
2,153,38.25,38.5,319419632.00,0,319419632.00,0
2,154,38.5,38.75,351306913.00,0,351306913.00,0
2,155,38.75,39,336875451.00,0,336875451.00,0
2,156,39,39.25,332873691.00,0,332873691.00,0
2,157,39.25,39.5,323298921.00,0,323298921.00,0
2,158,39.5,39.75,321493545.00,0,321493545.00,0
2,159,39.75,40,327452283.00,0,327452283.00,0
2,160,40,40.25,333910801.00,0,333910801.00,0
2,161,40.25,40.5,344327539.00,0,344327539.00,0
2,162,40.5,40.75,374329351.00,0,374329351.00,0
2,163,40.75,41,357245792.00,0,357245792.00,0
2,164,41,41.25,355828391.00,0,355828391.00,0
2,165,41.25,41.5,356568.85,0,356568.85,0
2,166,41.5,41.75,361898544.00,0,361898544.00,0
2,167,41.75,42,369205484.00,0,369205484.00,0
2,168,42,42.25,361202172.00,0,361202172.00,0
2,169,42.25,42.5,371078003.00,0,371078003.00,0
2,170,42.5,42.75,366200069.00,0,366200069.00,0
2,171,42.75,43,359009929.00,0,359009929.00,0
2,172,43,43.25,360579559.00,0,360579559.00,0
2,173,43.25,43.5,347532709.00,0,347532709.00,0
2,174,43.5,43.75,355617225.00,0,355617225.00,0
2,175,43.75,44,357551192.00,0,357551192.00,0
2,176,44,44.25,355841881.00,0,355841881.00,0
2,177,44.25,44.5,355570641.00,0,355570641.00,0
2,178,44.5,44.75,360393.85,0,360393.85,0
2,179,44.75,45,360362112.00,0,360362112.00,0
2,180,45,45.25,373120244.00,0,373120244.00,0
2,181,45.25,45.5,373922761.00,0,373922761.00,0
2,182,45.5,45.75,365171348.00,0,365171348.00,0
2,183,45.75,46,366586177.00,0,366586177.00,0
2,184,46,46.25,366614699.00,0,366614699.00,0
2,185,46.25,46.5,368576146.00,0,368576146.00,0
2,186,46.5,46.75,369704517.00,0,369704517.00,0
2,187,46.75,47,384189856.00,0,384189856.00,0
2,188,47,47.25,376440.83,0,376440.83,0
2,189,47.25,47.5,369886711.00,0,369886711.00,0
2,190,47.5,47.75,381271644.00,0,381271644.00,0
2,191,47.75,48,379171029.00,0,379171029.00,0
2,192,48,48.25,377338743.00,0,377338743.00,0
2,193,48.25,48.5,406918508.00,0,406918508.00,0
2,194,48.5,48.75,398177117.00,0,398177117.00,0
2,195,48.75,49,383948675.00,0,383948675.00,0
2,196,49,49.25,376308688.00,0,376308688.00,0
2,197,49.25,49.5,377026668.00,0,377026668.00,0
2,198,49.5,49.75,369424629.00,0,369424629.00,0
2,199,49.75,50,370586923.00,0,370586923.00,0
2,200,50,50.25,377824572.00,0,377824572.00,0
2,201,50.25,50.5,381717213.00,0,381717213.00,0
2,202,50.5,50.75,376777699.00,0,376777699.00,0
2,203,50.75,51,366905261.00,0,366905261.00,0
2,204,51,51.25,366043071.00,0,366043071.00,0
2,205,51.25,51.5,370530518.00,0,370530518.00,0
2,206,51.5,51.75,382101673.00,0,382101673.00,0
2,207,51.75,52,385361274.00,0,385361274.00,0
2,208,52,52.25,380781962.00,0,380781962.00,0
2,209,52.25,52.5,384966746.00,0,384966746.00,0
2,210,52.5,52.75,381289207.00,0,381289207.00,0
2,211,52.75,53,374853147.00,0,374853147.00,0
2,212,53,53.25,374574075.00,0,374574075.00,0
2,213,53.25,53.5,366898592.00,0,366898592.00,0
2,214,53.5,53.75,368206.22,0,368206.22,0
2,215,53.75,54,363996786.00,0,363996786.00,0
2,216,54,54.25,366932789.00,0,366932789.00,0
2,217,54.25,54.5,364787392.00,0,364787392.00,0
2,218,54.5,54.75,365155623.00,0,365155623.00,0
2,219,54.75,55,363782804.00,0,363782804.00,0
2,220,55,55.25,367318238.00,0,367318238.00,0
2,221,55.25,55.5,376238704.00,0,376238704.00,0
2,222,55.5,55.75,378578.47,0,378578.47,0
2,223,55.75,56,376694208.00,0,376694208.00,0
2,224,56,56.25,377111521.00,0,377111521.00,0
2,225,56.25,56.5,375834985.00,0,375834985.00,0
2,226,56.5,56.75,380758718.00,0,380758718.00,0
2,227,56.75,57,383195753.00,0,383195753.00,0
2,228,57,57.25,375666838.00,0,375666838.00,0
2,229,57.25,57.5,380681.96,0,380681.96,0
2,230,57.5,57.75,393390593.00,0,393390593.00,0
2,231,57.75,58,393360987.00,0,393360987.00,0
2,232,58,58.25,381523804.00,0,381523804.00,0
2,233,58.25,58.5,389421739.00,0,389421739.00,0
2,234,58.5,58.75,383701223.00,0,383701223.00,0
2,235,58.75,59,381682126.00,0,381682126.00,0
2,236,59,59.25,385518316.00,0,385518316.00,0
2,237,59.25,59.5,381416.5,0,381416.5,0
2,238,59.5,59.75,398829292.00,0,398829292.00,0
2,239,59.75,60,392515.3,0,392515.3,0
2,240,60,60.25,392751301.00,0,392751301.00,0
2,241,60.25,60.5,382452938.00,0,382452938.00,0
2,242,60.5,60.75,379003008.00,0,379003008.00,0
2,243,60.75,61,376834728.00,0,376834728.00,0
2,244,61,61.25,385463.23,0,385463.23,0
2,245,61.25,61.5,385657872.00,0,385657872.00,0
2,246,61.5,61.75,385860031.00,0,385860031.00,0
2,247,61.75,62,383347198.00,0,383347198.00,0
2,248,62,62.25,388260359.00,0,388260359.00,0
2,249,62.25,62.5,381349497.00,0,381349497.00,0
2,250,62.5,62.75,382609606.00,0,382609606.00,0
2,251,62.75,63,378527836.00,0,378527836.00,0
2,252,63,63.25,386493164.00,0,386493164.00,0
2,253,63.25,63.5,377040583.00,0,377040583.00,0
2,254,63.5,63.75,369884765.00,0,369884765.00,0
2,255,63.75,64,371482992.00,0,371482992.00,0
2,256,64,64.25,386677871.00,0,386677871.00,0
2,257,64.25,64.5,379650855.00,0,379650855.00,0
2,258,64.5,64.75,383388774.00,0,383388774.00,0
2,259,64.75,65,384562887.00,0,384562887.00,0
2,260,65,65.25,372935716.00,0,372935716.00,0
2,261,65.25,65.5,366367162.00,0,366367162.00,0
2,262,65.5,65.75,366373935.00,0,366373935.00,0
2,263,65.75,66,365420951.00,0,365420951.00,0
2,264,66,66.25,366908422.00,0,366908422.00,0
2,265,66.25,66.5,371487574.00,0,371487574.00,0
2,266,66.5,66.75,368091912.00,0,368091912.00,0
2,267,66.75,67,373554628.00,0,373554628.00,0
2,268,67,67.25,370087348.00,0,370087348.00,0
2,269,67.25,67.5,371281267.00,0,371281267.00,0
2,270,67.5,67.75,369205581.00,0,369205581.00,0
2,271,67.75,68,366556724.00,0,366556724.00,0
2,272,68,68.25,354705978.00,0,354705978.00,0
2,273,68.25,68.5,356853568.00,0,356853568.00,0
2,274,68.5,68.75,358678.6,0,358678.6,0
2,275,68.75,69,351789437.00,0,351789437.00,0
2,276,69,69.25,348980137.00,0,348980137.00,0
2,277,69.25,69.5,339231182.00,0,339231182.00,0
2,278,69.5,69.75,334065645.00,0,334065645.00,0
2,279,69.75,70,349049788.00,0,349049788.00,0
2,280,70,70.25,343437518.00,0,343437518.00,0
2,281,70.25,70.5,334234252.00,0,334234252.00,0
2,282,70.5,70.75,327678.66,0,327678.66,0
2,283,70.75,71,332573861.00,0,332573861.00,0
2,284,71,71.25,328972.34,0,328972.34,0
2,285,71.25,71.5,329744722.00,0,329744722.00,0
2,286,71.5,71.75,329234.63,0,329234.63,0
2,287,71.75,72,325754527.00,0,325754527.00,0
2,288,72,72.25,332334192.00,0,332334192.00,0
2,289,72.25,72.5,314939959.00,0,314939959.00,0
2,290,72.5,72.75,313606058.00,0,313606058.00,0
2,291,72.75,73,305503746.00,0,305503746.00,0
2,292,73,73.25,310079607.00,0,310079607.00,0
2,293,73.25,73.5,308401196.00,0,308401196.00,0
2,294,73.5,73.75,310652779.00,0,310652779.00,0
2,295,73.75,74,308371581.00,0,308371581.00,0
2,296,74,74.25,300546.34,0,300546.34,0
2,297,74.25,74.5,305475131.00,0,305475131.00,0
2,298,74.5,74.75,298238467.00,0,298238467.00,0
2,299,74.75,75,297732468.00,0,297732468.00,0
2,300,75,75.25,301170.28,0,301170.28,0
2,301,75.25,75.5,300274112.00,0,300274112.00,0
2,302,75.5,75.75,301808461.00,0,301808461.00,0
2,303,75.75,76,310233904.00,0,310233904.00,0
2,304,76,76.25,304591451.00,0,304591451.00,0
2,305,76.25,76.5,301195171.00,0,301195171.00,0
2,306,76.5,76.75,301330403.00,0,301330403.00,0
2,307,76.75,77,293180586.00,0,293180586.00,0
2,308,77,77.25,290914561.00,0,290914561.00,0
2,309,77.25,77.5,290247721.00,0,290247721.00,0
2,310,77.5,77.75,286885633.00,0,286885633.00,0
2,311,77.75,78,284987567.00,0,284987567.00,0
2,312,78,78.25,285818232.00,0,285818232.00,0
2,313,78.25,78.5,286064024.00,0,286064024.00,0
2,314,78.5,78.75,282227806.00,0,282227806.00,0
2,315,78.75,79,272253585.00,0,272253585.00,0
2,316,79,79.25,273388432.00,0,273388432.00,0
2,317,79.25,79.5,274339802.00,0,274339802.00,0
2,318,79.5,79.75,276412189.00,0,276412189.00,0
2,319,79.75,80,265826613.00,0,265826613.00,0
2,320,80,80.25,261026526.00,0,261026526.00,0
2,321,80.25,80.5,259189374.00,0,259189374.00,0
2,322,80.5,80.75,264670002.00,0,264670002.00,0
2,323,80.75,81,268832578.00,0,268832578.00,0
2,324,81,81.25,258405308.00,0,258405308.00,0
2,325,81.25,81.5,251824946.00,0,251824946.00,0
2,326,81.5,81.75,252558824.00,0,252558824.00,0
2,327,81.75,82,259162934.00,0,259162934.00,0
2,328,82,82.25,253845734.00,0,253845734.00,0
2,329,82.25,82.5,254863068.00,0,254863068.00,0
2,330,82.5,82.75,266200755.00,0,266200755.00,0
2,331,82.75,83,258979773.00,0,258979773.00,0
2,332,83,83.25,258107133.00,0,258107133.00,0
2,333,83.25,83.5,250287552.00,0,250287552.00,0
2,334,83.5,83.75,251350197.00,0,251350197.00,0
2,335,83.75,84,250848697.00,0,250848697.00,0
2,336,84,84.25,242310.03,0,242310.03,0
2,337,84.25,84.5,243893098.00,0,243893098.00,0
2,338,84.5,84.75,234271995.00,0,234271995.00,0
2,339,84.75,85,231693018.00,0,231693018.00,0
2,340,85,85.25,229452824.00,0,229452824.00,0
2,341,85.25,85.5,229656.15,0,229656.15,0
2,342,85.5,85.75,229954197.00,0,229954197.00,0
2,343,85.75,86,222177554.00,0,222177554.00,0
2,344,86,86.25,224905467.00,0,224905467.00,0
2,345,86.25,86.5,219859476.00,0,219859476.00,0
2,346,86.5,86.75,221304869.00,0,221304869.00,0
2,347,86.75,87,233269059.00,0,233269059.00,0
2,348,87,87.25,216708382.00,0,216708382.00,0
2,349,87.25,87.5,216720.51,0,216720.51,0
2,350,87.5,87.75,215318007.00,0,215318007.00,0
2,351,87.75,88,215405685.00,0,215405685.00,0
2,352,88,88.25,214877027.00,0,214877027.00,0
2,353,88.25,88.5,205933051.00,0,205933051.00,0
2,354,88.5,88.75,203763734.00,0,203763734.00,0
2,355,88.75,89,205900.03,0,205900.03,0
2,356,89,89.25,205154867.00,0,205154867.00,0
2,357,89.25,89.5,205619734.00,0,205619734.00,0
2,358,89.5,89.75,206269.33,0,206269.33,0
2,359,89.75,90,198247606.00,0,198247606.00,0
2,360,90,90.25,195853204.00,0,195853204.00,0
2,361,90.25,90.5,194502997.00,0,194502997.00,0
2,362,90.5,90.75,202690926.00,0,202690926.00,0
2,363,90.75,91,191935778.00,0,191935778.00,0
2,364,91,91.25,189104744.00,0,189104744.00,0
2,365,91.25,91.5,183346.82,0,183346.82,0
2,366,91.5,91.75,185356782.00,0,185356782.00,0
2,367,91.75,92,184328573.00,0,184328573.00,0
2,368,92,92.25,183644202.00,0,183644202.00,0
2,369,92.25,92.5,185417868.00,0,185417868.00,0
2,370,92.5,92.75,189220799.00,0,189220799.00,0
2,371,92.75,93,175836.28,0,175836.28,0
2,372,93,93.25,175288945.00,0,175288945.00,0
2,373,93.25,93.5,176773891.00,0,176773891.00,0
2,374,93.5,93.75,173568494.00,0,173568494.00,0
2,375,93.75,94,166130314.00,0,166130314.00,0
2,376,94,94.25,162339805.00,0,162339805.00,0
2,377,94.25,94.5,159451636.00,0,159451636.00,0
2,378,94.5,94.75,158647507.00,0,158647507.00,0
2,379,94.75,95,160550751.00,0,160550751.00,0
2,380,95,95.25,155168638.00,0,155168638.00,0
2,381,95.25,95.5,158916294.00,0,158916294.00,0
2,382,95.5,95.75,156427205.00,0,156427205.00,0
2,383,95.75,96,156288099.00,0,156288099.00,0
2,384,96,96.25,156209857.00,0,156209857.00,0
2,385,96.25,96.5,158009.28,0,158009.28,0
2,386,96.5,96.75,169097588.00,0,169097588.00,0
2,387,96.75,97,168345957.00,0,168345957.00,0
2,388,97,97.25,154139711.00,0,154139711.00,0
2,389,97.25,97.5,160165334.00,0,160165334.00,0
2,390,97.5,97.75,165332365.00,0,165332365.00,0
2,391,97.75,98,161029909.00,0,161029909.00,0
2,392,98,98.25,159932648.00,0,159932648.00,0
2,393,98.25,98.5,159262898.00,0,159262898.00,0
2,394,98.5,98.75,152513851.00,0,152513851.00,0
2,395,98.75,99,151776397.00,0,151776397.00,0
2,396,99,99.25,148346215.00,0,148346215.00,0
2,397,99.25,99.5,139634782.00,0,139634782.00,0
2,398,99.5,99.75,137674577.00,0,137674577.00,0
2,399,99.75,100,139666087.00,0,139666087.00,0
2,400,100,100.25,134025349.00,0,134025349.00,0
2,401,100.25,100.5,133562953.00,0,133562953.00,0
2,402,100.5,100.75,140011024.00,0,140011024.00,0
2,403,100.75,101,135365116.00,0,135365116.00,0
2,404,101,101.25,135451.16,0,135451.16,0
2,405,101.25,101.5,142199809.00,0,142199809.00,0
2,406,101.5,101.75,147954479.00,0,147954479.00,0
2,407,101.75,102,146542941.00,0,146542941.00,0
2,408,102,102.25,144783612.00,0,144783612.00,0
2,409,102.25,102.5,141737751.00,0,141737751.00,0
2,410,102.5,102.75,150223.27,0,150223.27,0
2,411,102.75,103,160131.18,0,160131.18,0
2,412,103,103.25,144441948.00,0,144441948.00,0
2,413,103.25,103.5,135781027.00,0,135781027.00,0
2,414,103.5,103.75,126785909.00,0,126785909.00,0
2,415,103.75,104,134015376.00,0,134015376.00,0
2,416,104,104.25,127769754.00,0,127769754.00,0
2,417,104.25,104.5,130954545.00,0,130954545.00,0
2,418,104.5,104.75,134793331.00,0,134793331.00,0
2,419,104.75,105,123704302.00,0,123704302.00,0
2,420,105,105.25,124336.49,0,124336.49,0
2,421,105.25,105.5,123129442.00,0,123129442.00,0
2,422,105.5,105.75,120891743.00,0,120891743.00,0
2,423,105.75,106,129158669.00,0,129158669.00,0
2,424,106,106.25,127376368.00,0,127376368.00,0
2,425,106.25,106.5,128479.6,0,128479.6,0
2,426,106.5,106.75,128503487.00,0,128503487.00,0
2,427,106.75,107,137602085.00,0,137602085.00,0
2,428,107,107.25,129479443.00,0,129479443.00,0
2,429,107.25,107.5,116859172.00,0,116859172.00,0
2,430,107.5,107.75,115114567.00,0,115114567.00,0
2,431,107.75,108,119464739.00,0,119464739.00,0
2,432,108,108.25,118889436.00,0,118889436.00,0
2,433,108.25,108.5,121970682.00,0,121970682.00,0
2,434,108.5,108.75,119920394.00,0,119920394.00,0
2,435,108.75,109,120262901.00,0,120262901.00,0
2,436,109,109.25,119827173.00,0,119827173.00,0
2,437,109.25,109.5,118417418.00,0,118417418.00,0
2,438,109.5,109.75,129034947.00,0,129034947.00,0
2,439,109.75,110,122217033.00,0,122217033.00,0
2,440,110,110.25,126893253.00,0,126893253.00,0
2,441,110.25,110.5,124100368.00,0,124100368.00,0
2,442,110.5,110.75,122777738.00,0,122777738.00,0
2,443,110.75,111,114811294.00,0,114811294.00,0
2,444,111,111.25,109603893.00,0,109603893.00,0
2,445,111.25,111.5,104725845.00,0,104725845.00,0
2,446,111.5,111.75,110401419.00,0,110401419.00,0
2,447,111.75,112,106454887.00,0,106454887.00,0
2,448,112,112.25,106043592.00,0,106043592.00,0
2,449,112.25,112.5,112078972.00,0,112078972.00,0
2,450,112.5,112.75,112042061.00,0,112042061.00,0
2,451,112.75,113,109437362.00,0,109437362.00,0
2,452,113,113.25,107253235.00,0,107253235.00,0
2,453,113.25,113.5,105974987.00,0,105974987.00,0
2,454,113.5,113.75,100602.91,0,100602.91,0
2,455,113.75,114,98433808.00,0,98433808.00,0
2,456,114,114.25,101709937.00,0,101709937.00,0
2,457,114.25,114.5,101936422.00,0,101936422.00,0
2,458,114.5,114.75,98445566.00,0,98445566.00,0
2,459,114.75,115,90296615.00,0,90296615.00,0
2,460,115,115.25,86038768.00,0,86038768.00,0
2,461,115.25,115.5,91840967.00,0,91840967.00,0
2,462,115.5,115.75,82891647.00,0,82891647.00,0
2,463,115.75,116,79792403.00,0,79792403.00,0
2,464,116,116.25,74951493.00,0,74951493.00,0
2,465,116.25,116.5,74670973.00,0,74670973.00,0
2,466,116.5,116.75,70834.75,0,70834.75,0
2,467,116.75,117,69841611.00,0,69841611.00,0
2,468,117,117.25,70116021.00,0,70116021.00,0
2,469,117.25,117.5,71928.18,0,71928.18,0
2,470,117.5,117.75,71616631.00,0,71616631.00,0
2,471,117.75,118,72599434.00,0,72599434.00,0
2,472,118,118.25,74541925.00,0,74541925.00,0
2,473,118.25,118.5,71426236.00,0,71426236.00,0
2,474,118.5,118.75,75257386.00,0,75257386.00,0
2,475,118.75,119,76946.13,0,76946.13,0
2,476,119,119.25,76315933.00,0,76315933.00,0
2,477,119.25,119.5,78269854.00,0,78269854.00,0
2,478,119.5,119.75,79760843.00,0,79760843.00,0
2,479,119.75,120,85510782.00,0,85510782.00,0
2,480,120,120.25,79457415.00,0,79457415.00,0
2,481,120.25,120.5,79648936.00,0,79648936.00,0
2,482,120.5,120.75,86475702.00,0,86475702.00,0
2,483,120.75,121,82435915.00,0,82435915.00,0
2,484,121,121.25,78443522.00,0,78443522.00,0
2,485,121.25,121.5,76864442.00,0,76864442.00,0
2,486,121.5,121.75,75126496.00,0,75126496.00,0
2,487,121.75,122,79662679.00,0,79662679.00,0
2,488,122,122.25,83408086.00,0,83408086.00,0
2,489,122.25,122.5,77188627.00,0,77188627.00,0
2,490,122.5,122.75,75212952.00,0,75212952.00,0
2,491,122.75,123,73291437.00,0,73291437.00,0
2,492,123,123.25,70317864.00,0,70317864.00,0
2,493,123.25,123.5,70535037.00,0,70535037.00,0
2,494,123.5,123.75,69698908.00,0,69698908.00,0
2,495,123.75,124,69271.47,0,69271.47,0
2,496,124,124.25,69368511.00,0,69368511.00,0
2,497,124.25,124.5,68124085.00,0,68124085.00,0
2,498,124.5,124.75,72912826.00,0,72912826.00,0
2,499,124.75,125,64102823.00,0,64102823.00,0
2,500,125,125.25,64255026.00,0,64255026.00,0
2,501,125.25,125.5,63706326.00,0,63706326.00,0
2,502,125.5,125.75,64210511.00,0,64210511.00,0
2,503,125.75,126,62021973.00,0,62021973.00,0
2,504,126,126.25,60289599.00,0,60289599.00,0
2,505,126.25,126.5,60486165.00,0,60486165.00,0
2,506,126.5,126.75,61040005.00,0,61040005.00,0
2,507,126.75,127,58165939.00,0,58165939.00,0
2,508,127,127.25,63210757.00,0,63210757.00,0
2,509,127.25,127.5,57595301.00,0,57595301.00,0
2,510,127.5,127.75,58709674.00,0,58709674.00,0
2,511,127.75,128,54547179.00,0,54547179.00,0
2,512,128,128.25,54903274.00,0,54903274.00,0
2,513,128.25,128.5,58507694.00,0,58507694.00,0
2,514,128.5,128.75,64011082.00,0,64011082.00,0
2,515,128.75,129,77561701.00,0,77561701.00,0
2,516,129,129.25,70125329.00,0,70125329.00,0
2,517,129.25,129.5,84065691.00,0,84065691.00,0
2,518,129.5,129.75,68703773.00,0,68703773.00,0
2,519,129.75,130,52858019.00,0,52858019.00,0
2,520,130,130.25,46784.21,0,46784.21,0
2,521,130.25,130.5,43906867.00,0,43906867.00,0
2,522,130.5,130.75,46558996.00,0,46558996.00,0
2,523,130.75,131,44043634.00,0,44043634.00,0
2,524,131,131.25,44419131.00,0,44419131.00,0
2,525,131.25,131.5,49818014.00,0,49818014.00,0
2,526,131.5,131.75,45072413.00,0,45072413.00,0
2,527,131.75,132,46145665.00,0,46145665.00,0
2,528,132,132.25,47704816.00,0,47704816.00,0
2,529,132.25,132.5,51825965.00,0,51825965.00,0
2,530,132.5,132.75,56545334.00,0,56545334.00,0
2,531,132.75,133,45131231.00,0,45131231.00,0
2,532,133,133.25,48881817.00,0,48881817.00,0
2,533,133.25,133.5,41905396.00,0,41905396.00,0
2,534,133.5,133.75,40598404.00,0,40598404.00,0
2,535,133.75,134,40758718.00,0,40758718.00,0
2,536,134,134.25,43205477.00,0,43205477.00,0
2,537,134.25,134.5,46940471.00,0,46940471.00,0
2,538,134.5,134.75,44465097.00,0,44465097.00,0
2,539,134.75,135,40876454.00,0,40876454.00,0
2,540,135,135.25,38264994.00,0,38264994.00,0
2,541,135.25,135.5,39493507.00,0,39493507.00,0
2,542,135.5,135.75,40265997.00,0,40265997.00,0
2,543,135.75,136,37149057.00,0,37149057.00,0
2,544,136,136.25,36636.16,0,36636.16,0
2,545,136.25,136.5,36525572.00,0,36525572.00,0
2,546,136.5,136.75,39242183.00,0,39242183.00,0
2,547,136.75,137,34300191.00,0,34300191.00,0
2,548,137,137.25,38921391.00,0,38921391.00,0
2,549,137.25,137.5,34743742.00,0,34743742.00,0
2,550,137.5,137.75,33202585.00,0,33202585.00,0
2,551,137.75,138,32682.14,0,32682.14,0
2,552,138,138.25,32510975.00,0,32510975.00,0
2,553,138.25,138.5,34236647.00,0,34236647.00,0
2,554,138.5,138.75,34277981.00,0,34277981.00,0
2,555,138.75,139,32793733.00,0,32793733.00,0
2,556,139,139.25,33032.58,0,33032.58,0
2,557,139.25,139.5,33674.98,0,33674.98,0
2,558,139.5,139.75,36304671.00,0,36304671.00,0
2,559,139.75,140,32198976.00,0,32198976.00,0
2,560,140,140.25,31670449.00,0,31670449.00,0
2,561,140.25,140.5,31286669.00,0,31286669.00,0
2,562,140.5,140.75,30631975.00,0,30631975.00,0
2,563,140.75,141,29805.14,0,29805.14,0
2,564,141,141.25,32147954.00,0,32147954.00,0
2,565,141.25,141.5,30669542.00,0,30669542.00,0
2,566,141.5,141.75,30297217.00,0,30297217.00,0
2,567,141.75,142,30393274.00,0,30393274.00,0
2,568,142,142.25,30493857.00,0,30493857.00,0
2,569,142.25,142.5,30634073.00,0,30634073.00,0
2,570,142.5,142.75,33020244.00,0,33020244.00,0
2,571,142.75,143,32881083.00,0,32881083.00,0
2,572,143,143.25,43082505.00,0,43082505.00,0
2,573,143.25,143.5,31442656.00,0,31442656.00,0
2,574,143.5,143.75,29225647.00,0,29225647.00,0
2,575,143.75,144,32750063.00,0,32750063.00,0
2,576,144,144.25,28067203.00,0,28067203.00,0
2,577,144.25,144.5,29276072.00,0,29276072.00,0
2,578,144.5,144.75,28311.49,0,28311.49,0
2,579,144.75,145,30060025.00,0,30060025.00,0
2,580,145,145.25,29093882.00,0,29093882.00,0
2,581,145.25,145.5,29092971.00,0,29092971.00,0
2,582,145.5,145.75,33122705.00,0,33122705.00,0
2,583,145.75,146,34484089.00,0,34484089.00,0
2,584,146,146.25,32391.9,0,32391.9,0
2,585,146.25,146.5,32236494.00,0,32236494.00,0
2,586,146.5,146.75,32056753.00,0,32056753.00,0
2,587,146.75,147,29215162.00,0,29215162.00,0
2,588,147,147.25,30625007.00,0,30625007.00,0
2,589,147.25,147.5,29957525.00,0,29957525.00,0
2,590,147.5,147.75,29009937.00,0,29009937.00,0
2,591,147.75,148,31471626.00,0,31471626.00,0
2,592,148,148.25,30324644.00,0,30324644.00,0
2,593,148.25,148.5,29941364.00,0,29941364.00,0
2,594,148.5,148.75,29153179.00,0,29153179.00,0
2,595,148.75,149,27850168.00,0,27850168.00,0
2,596,149,149.25,27906068.00,0,27906068.00,0
2,597,149.25,149.5,28059045.00,0,28059045.00,0
2,598,149.5,149.75,28007977.00,0,28007977.00,0
2,599,149.75,150,29923566.00,0,29923566.00,0
2,600,150,150.25,29027397.00,0,29027397.00,0
2,601,150.25,150.5,25669532.00,0,25669532.00,0
2,602,150.5,150.75,25701664.00,0,25701664.00,0
2,603,150.75,151,27677969.00,0,27677969.00,0
2,604,151,151.25,27291.1,0,27291.1,0
2,605,151.25,151.5,27159872.00,0,27159872.00,0
2,606,151.5,151.75,26582943.00,0,26582943.00,0
2,607,151.75,152,25706068.00,0,25706068.00,0
2,608,152,152.25,24847279.00,0,24847279.00,0
2,609,152.25,152.5,24384499.00,0,24384499.00,0
2,610,152.5,152.75,27070343.00,0,27070343.00,0
2,611,152.75,153,23615817.00,0,23615817.00,0
2,612,153,153.25,23223526.00,0,23223526.00,0
2,613,153.25,153.5,25372552.00,0,25372552.00,0
2,614,153.5,153.75,22973169.00,0,22973169.00,0
2,615,153.75,154,22026589.00,0,22026589.00,0
2,616,154,154.25,22998.5,0,22998.5,0
2,617,154.25,154.5,23897157.00,0,23897157.00,0
2,618,154.5,154.75,21402934.00,0,21402934.00,0
2,619,154.75,155,21269626.00,0,21269626.00,0
2,620,155,155.25,21000947.00,0,21000947.00,0
2,621,155.25,155.5,20724702.00,0,20724702.00,0
2,622,155.5,155.75,20684611.00,0,20684611.00,0
2,623,155.75,156,20672296.00,0,20672296.00,0
2,624,156,156.25,20713985.00,0,20713985.00,0
2,625,156.25,156.5,20698.51,0,20698.51,0
2,626,156.5,156.75,20401801.00,0,20401801.00,0
2,627,156.75,157,24392159.00,0,24392159.00,0
2,628,157,157.25,22619591.00,0,22619591.00,0
2,629,157.25,157.5,20397373.00,0,20397373.00,0
2,630,157.5,157.75,21672219.00,0,21672219.00,0
2,631,157.75,158,20243092.00,0,20243092.00,0
2,632,158,158.25,18716789.00,0,18716789.00,0
2,633,158.25,158.5,18615.35,0,18615.35,0
2,634,158.5,158.75,18402734.00,0,18402734.00,0
2,635,158.75,159,18629102.00,0,18629102.00,0
2,636,159,159.25,18682729.00,0,18682729.00,0
2,637,159.25,159.5,20516.33,0,20516.33,0
2,638,159.5,159.75,25291842.00,0,25291842.00,0
2,639,159.75,160,17504463.00,0,17504463.00,0
2,640,160,160.25,18146724.00,0,18146724.00,0
2,641,160.25,160.5,18302679.00,0,18302679.00,0
2,642,160.5,160.75,20666738.00,0,20666738.00,0
2,643,160.75,161,19645045.00,0,19645045.00,0
2,644,161,161.25,21181751.00,0,21181751.00,0
2,645,161.25,161.5,19691021.00,0,19691021.00,0
2,646,161.5,161.75,19141119.00,0,19141119.00,0
2,647,161.75,162,21924406.00,0,21924406.00,0
2,648,162,162.25,20890392.00,0,20890392.00,0
2,649,162.25,162.5,18882905.00,0,18882905.00,0
